IP,Ton,Toff,Pcg,TR,MRR,SR
4.90580868,190.6038967,74.41380513,0.028863413,594.3977898,10.66602739,4.249699261
4.081978445,132.2864559,72.28589713,0.024113,466.2595474,8.276851264,1.287495819
6.916110396,167.0553218,84.70595023,0.040646226,790.9468,14.81185151,5.148737051
3.794510076,124.7694,51.35696006,0.04099297,445.3382,3.37762,3.295018225
4.006771955,189.5059479,95.75382212,0.020481724,697.9936271,7.901110994,1.271454738
5.532785917,145.8068,76.20382467,0.027195,510.7648561,9.55017009,2.953187767
5.269940647,171.9771,64.86306308,0.023773963,431.3159,10.00230901,4.486391716
4.036378303,135.5730566,86.41062164,0.022825272,473.2059977,10.66719,3.801269704
3.071755816,192.537332,50.52983013,0.018176,615.8024862,4.838626684,4.724745234
3.340293152,157.4917347,92.19224882,0.04356309,468.6255,7.28361,5.508363542
4.45367116,150.4986,68.47256407,0.033679025,652.0966792,10.11953751,3.936536
6.298762674,193.7677996,66.27371152,0.134261,717.2244,15.25950989,3.971588624
3.061407739,137.7529328,81.54339575,0.017204,436.2527,6.377471538,5.117142434
3.18858014,154.2077799,55.63147461,0.020315,441.0934,6.442138153,6.14844
3.74255839,155.1264083,79.75386205,0.01661,583.9468877,2.76785,3.608662842
5.447171618,149.1785,79.33874674,0.031993,762.8512905,10.03115242,3.702528958
6.777213786,183.2512755,59.45287542,0.439732,758.7481,14.3482161,5.284927445
4.883115371,106.1562437,41.4992496,0.018835,424.6165421,8.918814862,4.465608806
5.616807688,150.1367989,64.48346654,0.035530147,467.5687,11.3144177,5.650275
4.649316247,121.7709835,46.73890835,0.034035,531.4802635,10.36597823,4.356144949
5.591656078,130.1802351,67.16396811,0.036183877,562.1917,10.47186041,3.367376751
3.565063111,150.1815476,41.59301871,0.016508,432.758067,5.980037324,3.430317572
5.678258789,149.4103,62.57298727,0.027868627,475.4506,10.54627907,5.033573256
6.072492941,147.2648004,73.54868031,0.034161,588.6635,11.75379,4.040622
5.570995763,167.4097,83.91558388,0.030140608,633.0749387,11.7074643,4.645633266
4.636439682,139.8795605,81.81863241,0.032784052,511.4059371,8.498778029,3.311955247
5.257786599,160.0649,74.88773924,0.028442904,400.7626514,8.7107668,4.161626
3.232255285,141.4675233,80.99176409,0.022491,406.0622,6.572299196,5.42955594
4.852670204,185.1994879,45.57804933,0.029956203,553.5339479,10.51926278,5.47025342
3.758039475,109.1576746,56.42461175,0.021898,410.7984856,3.4083,4.593982
5.33575764,103.2175787,65.77418517,0.033661,442.0762349,8.174705125,1.527873468
4.5019001,166.4358,91.09665821,0.026590512,666.8609,8.144893511,3.417942432
5.835620061,105.7865042,87.45990815,0.034081,598.7945,9.595314076,4.424807
5.535299589,152.4855,94.2793571,0.03774,676.3234274,10.30801219,5.157420627
