IP,Ton,Toff,Pcg,TR,MRR,SR
3.490169244,152.959307,40.93188432,0.015199125,697.3643351,5.07776049,1.726466865
5.756352159,171.2258066,78.45260076,0.022108273,679.7234141,10.61035597,4.528224145
4.092276093,183.941134,82.28299349,0.027666923,630.1638353,8.537416176,2.861925546
6.008101437,191.5199621,95.40638145,0.04232812,544.6131318,12.83393271,5.427407897
6.536018444,149.8223115,43.62406034,0.034514667,588.9824571,13.78434001,5.42955594
6.244070318,125.8451383,78.23559045,0.031973834,789.1675167,11.94244799,5.81680201
4.501424694,130.4265687,89.27461736,0.032638453,794.3501067,8.818609814,4.181755093
4.071864764,119.9748562,63.8354466,0.025060237,578.5802123,6.716406788,3.512365387
3.664029907,173.7695853,65.23424587,0.029466656,535.2333521,7.785907576,2.275884269
3.540297392,156.5724105,75.38558003,0.036908644,763.5180576,7.925097299,2.892305339
6.194547153,153.3676776,58.75784007,0.038155671,711.6286214,12.99477789,5.616284731
5.805971767,140.2662673,77.04863776,0.030617501,718.8318717,10.73846271,5.285089077
6.595195871,117.0862252,73.40625066,0.041533279,405.1488466,13.75264368,6.152666599
5.922462549,138.7572536,93.67779565,0.028792381,762.8473807,13.72408062,3.587014661
4.054333906,141.4491496,66.62752116,0.040806764,668.8312173,9.856420123,3.367376751
4.38629065,146.3165054,41.71638948,0.042137039,765.5774644,10.18340945,4.384027182
6.373044782,152.6214463,62.60833934,0.034099589,551.4775099,13.77173516,5.108385972
6.072492941,147.2648004,73.54868031,0.043140192,743.5155819,13.23365235,5.42140555
3.617912215,158.9270671,58.44872312,0.032468242,473.6442425,7.73481318,2.491242398
3.395359657,142.8669768,99.95289551,0.039207639,554.2770221,6.221028303,2.736025493
3.576994831,198.4282811,49.37546265,0.032940629,441.5760812,5.873799443,3.779739143
6.508868507,146.5711514,79.82202819,0.021641394,523.1492675,12.5262096,5.1935089
5.93804418,121.8354571,89.39694775,0.017668319,481.9590121,11.44917796,3.562255023
3.775127978,108.3689085,40.91593597,0.032772592,762.6190351,7.188993165,3.052246522
4.035014754,109.5782558,60.1088615,0.031974,567.5509737,8.08787191,3.074788103
6.336811121,118.2548018,98.37823584,0.043731989,480.5220264,14.15636945,5.625241912
4.751001208,176.0065601,56.54092744,0.033594611,761.085234,9.568733784,4.249699261
6.767452081,113.2668891,88.77543721,0.033972451,471.9526908,13.72943294,6.392326631
5.269940647,198.9599519,64.86306308,0.023773963,562.2464759,10.00230901,4.262094379
6.066476239,147.42383,70.42444728,0.026317489,798.7714642,13.38405515,4.313996198
3.061407739,137.7529328,81.54339575,0.044179289,792.5120222,6.377471538,1.417704777
5.678258789,117.4443887,62.57298727,0.027868627,448.6795295,10.54627907,4.374395587
